UserName	macronutrient	n	mean	sd	sd_base	sd_stacked
VVKAJ102	CARB_kcal_pct	2	44.3220469489766	2.65202336913774	58.3681139034234	61.0201372725612
VVKAJ102	PROT_kcal_pct	2	11.7750872017292	1.5110081778924	46.5930267016942	48.1040348795866
VVKAJ102	TFAT_kcal_pct	2	46.5930267016942	5.15184446061404	0	5.15184446061404
VVKAJ103	CARB_kcal_pct	3	17.4391736600986	6.86763989237145	83.3753353913614	90.2429752837328
VVKAJ103	PROT_kcal_pct	3	27.8494586197166	5.48054109338242	55.5258767716448	61.0064178650272
VVKAJ103	TFAT_kcal_pct	3	55.5258767716448	10.3876307037401	0	10.3876307037401
VVKAJ104	CARB_kcal_pct	3	41.287401630588	4.1111232070174	55.148891124539	59.2600143315564
VVKAJ104	PROT_kcal_pct	3	15.6476975528849	3.30547095819061	39.5011935716541	42.8066645298447
VVKAJ104	TFAT_kcal_pct	3	39.5011935716541	2.03575134235709	0	2.03575134235709
VVKAJ105	CARB_kcal_pct	2	39.6829309121245	1.36838122541145	58.2819729035703	59.6503541289817
VVKAJ105	PROT_kcal_pct	2	25.3948254605293	5.65699792445009	32.887147443041	38.5441453674911
VVKAJ105	TFAT_kcal_pct	2	32.887147443041	7.51830500601215	0	7.51830500601215
